id,age,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,default_payment_next_month,education,limit_bal,marriage,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,sex
5746,27,15663,8513,8607,9137,10637,3443,0,1,210000,2,0,0,0,0,0,0,1500,1006,1500,1500,2600,99,2
18863,27,0,45000,1000,4874,5374,5874,1,1,50000,2,1,-1,-1,-1,0,0,45000,1000,4874,500,500,0,2
18108,36,9464,37856,31429,22483,16437,-2474,0,1,420000,2,-1,-1,-1,2,2,2,40146,23040,63,104,23,50212,1
9408,28,0,0,0,0,0,0,0,2,160000,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
3845,33,40984,37873,34499,28300,24237,12860,0,1,430000,2,0,0,0,0,2,2,10000,5000,10000,0,4000,10000,2
5741,34,16953,15884,11153,3889,800,0,0,1,180000,2,-1,0,-1,-1,-1,-1,1000,11153,3924,800,0,2190,1
14886,45,1095,2930,2228,452,0,0,0,1,300000,1,-1,-1,-1,-1,-1,-2,2941,2228,452,0,0,0,1
15019,41,34384,35503,38931,38006,44357,43516,0,1,50000,1,0,0,0,2,2,2,2000,4000,0,7000,0,2000,1
17023,23,6805,8449,10303,11737,10619,49872,0,2,80000,2,0,0,0,0,0,0,2000,2000,2000,1000,40002,2009,2
4132,29,123436,127873,129832,133273,139818,65649,0,5,230000,1,0,0,0,0,0,0,7000,6000,6000,10000,30000,3044,2
21308,52,19626,20002,19916,18970,19790,18990,1,2,20000,2,0,0,0,0,0,0,1311,3005,2000,2000,5000,0,1
10321,54,42659,35552,31512,25361,26946,28492,0,3,50000,2,0,0,0,0,0,0,1500,2000,2000,2000,2000,1000,2
7641,32,2785,3943,3126,3126,500,500,0,1,230000,2,-2,-2,-2,-2,-2,-2,1223,1000,0,0,0,0,1
3324,42,50906,48888,47037,12187,9962,10015,0,3,50000,1,0,0,0,0,0,0,2009,1180,1000,1000,348,1000,2
19867,39,106260,0,0,0,390,86188,0,2,160000,1,0,0,-2,-2,-1,-1,0,0,0,390,86188,3272,2
14544,39,139079,143816,134472,130129,133031,136919,0,2,140000,2,0,0,0,0,0,0,7000,4800,4659,5000,6100,6000,1
7491,36,19006,18418,20465,20381,18446,18598,1,2,20000,1,1,2,2,2,2,0,0,2690,900,0,1000,1000,1
20555,29,146022,145114,121369,100807,104432,107209,0,1,220000,2,0,0,0,0,0,0,7000,5433,6000,5000,6000,5000,1
4833,24,121241,67929,65536,67645,62839,53457,0,2,140000,1,0,0,0,0,2,0,4000,4000,8000,0,5000,2000,2
27486,58,148265,158230,160242,156171,165556,169250,1,1,300000,1,2,2,2,2,2,2,14000,6000,0,12000,6500,6500,1
11480,27,30452,36919,24268,3210,3240,11095,0,1,340000,2,0,0,0,-1,-1,-1,6919,4322,3210,3240,11095,3345,2
21480,33,14118,4278,8621,970,1345,2267,0,1,350000,2,0,0,-1,-1,0,0,3922,8621,970,1000,1917,454,2
26954,44,71656,63331,54977,45849,32706,23542,0,2,200000,1,0,0,0,0,0,0,1714,1602,1144,786,471,2300,1
10022,32,70910,30372,90588,3047,-4,920,0,3,350000,1,-1,-1,-1,-1,-1,-1,30516,91041,3062,0,924,5124,2
14264,28,18771,10655,1659,6524,29949,3268,0,1,50000,2,0,0,-1,-1,-1,-1,10000,1659,6546,29949,3268,399,1
26378,37,101987,96544,94199,90395,89513,92792,0,2,420000,1,0,0,0,0,0,0,6000,6045,5000,6000,5000,4000,2
3381,23,17432,1165,19325,19311,18430,400,0,3,20000,2,-1,-1,-1,0,0,-1,1165,19325,386,369,400,5125,2
15681,32,13596,34661,29084,31770,3322,32528,0,1,220000,2,-1,-1,0,-1,-1,-1,34661,11000,31770,3322,32528,139961,1
14762,28,0,3000,0,0,0,0,0,1,130000,2,1,-1,-1,-2,-2,-2,3000,0,0,0,0,1000,1
960,41,1338,-24,8324,5872,23020,2367,1,1,250000,2,-1,-1,-1,0,-1,-1,0,8348,0,23020,2367,3117,1
16884,36,0,0,568,16166,16726,17427,0,1,290000,1,1,-2,-1,-1,0,0,0,568,16166,1000,1000,1000,1
29056,57,101890,100403,101350,101324,101475,100558,0,3,100000,1,0,0,0,0,0,0,4000,4000,4000,4000,4000,4000,2
4349,51,513,396,396,396,396,396,0,1,180000,1,-1,-1,-1,-1,-1,-1,396,396,396,396,396,792,2
1486,44,2400,2400,2400,2400,2400,1800,1,2,20000,3,2,2,7,7,7,6,0,0,0,0,0,0,2
26230,44,23611,24651,25631,23609,24529,25095,0,2,180000,2,0,0,0,0,0,0,1436,1416,2150,1500,1000,1000,2
7505,60,27497,27960,28996,29321,29803,30511,1,2,120000,1,2,2,2,2,2,2,1200,1800,1100,1100,1350,1500,1
23529,36,5909,964,613,1797,679,10643,0,1,450000,2,1,-2,-1,-1,-1,-2,968,615,1834,682,10697,30451,2
13783,49,380933,380703,356474,308948,547880,309322,1,1,380000,1,2,0,0,0,0,0,14651,12238,13479,13532,12015,11525,1
14317,44,21468,15503,17812,14328,11110,7567,0,2,240000,1,0,0,0,0,0,0,3000,3000,2880,306,2000,2000,2
21263,56,0,0,0,0,0,0,1,3,40000,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
15146,23,139172,140837,139639,146931,98827,100833,0,2,170000,2,0,0,0,0,0,0,4970,5300,10000,3500,3500,4000,2
5317,26,10622,11642,12635,15403,16657,16240,1,1,50000,2,2,0,0,0,0,2,1500,1500,3000,1500,0,3000,2
2339,27,4914,6237,3280,11167,15915,16268,0,2,150000,2,-1,-1,-1,-1,0,0,6237,3280,11167,10000,686,352,2
27144,30,921,1498,749,749,58852,6295,0,2,60000,2,-1,-1,2,-1,-1,-1,1498,0,749,58852,6295,0,1
1397,24,108580,105403,112073,111345,98404,102460,1,2,180000,2,1,2,2,2,2,2,0,8564,4000,0,7414,0,2
25305,25,90976,93443,94192,95535,97945,93412,0,1,100000,2,0,0,0,0,0,0,4000,3503,4000,4003,3500,3400,2
9657,58,0,0,3000,1800,29387,22980,0,3,230000,1,1,-2,-1,-1,-1,0,0,3000,1800,29387,1200,2525,2
7374,37,0,0,0,0,0,0,1,2,360000,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
27544,55,40247,41382,49943,50412,30970,30362,1,3,50000,1,0,0,0,0,0,2,1800,9331,1500,4549,0,1092,1
6259,34,45358,42991,45848,50875,56479,50889,0,1,460000,2,0,0,0,0,0,0,2613,7021,10019,10051,10046,5016,1
27050,35,187487,200774,196933,187887,101278,99382,1,2,200000,1,0,0,2,0,0,2,16000,0,6451,9000,0,4000,1
28952,42,3480,316,316,316,948,632,0,1,170000,2,-1,-1,-1,-1,-1,0,316,316,316,948,0,0,2
7954,42,69896,71971,73996,75065,82472,80984,0,1,160000,1,0,0,0,0,0,3,3810,3831,2900,8800,0,0,1
28199,42,2851,4609,2109,14109,2109,2218,0,2,310000,1,-2,-2,-2,-2,-2,-2,7869,2109,14109,2109,2218,1809,2
29506,42,35892,32546,30660,31320,36227,35569,0,2,50000,1,0,0,0,0,0,2,2007,2000,1500,5400,0,3000,1
28960,34,36242,38320,39700,40737,42743,44052,0,2,220000,1,0,0,0,0,0,0,3000,2000,2000,3000,2000,3000,2
25461,23,25665,26669,28080,28836,28812,29400,1,1,30000,1,2,0,0,0,0,0,1433,1844,1600,576,588,600,2
28435,45,39944,41180,41870,8469,8411,8361,0,2,50000,1,0,0,0,0,0,0,2124,2037,1130,295,302,296,2
3194,38,14084,11129,9316,7681,8897,11729,0,3,110000,1,0,0,0,0,0,0,2500,2500,1000,1500,3000,500,1
21151,44,102274,103275,105225,83722,78894,74659,0,3,110000,2,0,0,0,0,0,0,3734,3653,2914,2627,2624,4138,1
21721,21,19382,20040,17850,13560,11748,10632,0,2,20000,2,0,0,0,0,0,0,1318,1499,1099,333,2000,2000,2
11372,33,44249,45146,30089,30400,24236,22002,0,3,210000,1,0,0,0,0,0,0,8130,3027,10018,6,66,4008,1
23685,50,118492,119637,102228,75558,47536,44749,0,2,120000,1,0,0,0,0,0,0,6141,4474,2647,1367,1322,1500,2
15815,27,390,780,390,780,390,390,0,2,30000,1,-1,-1,2,-1,0,-1,780,0,780,0,390,150,2
19991,32,3204,430,29425,30437,31123,28997,0,2,150000,1,-1,2,-1,0,0,0,0,29425,2000,1528,1518,2000,2
566,35,7244,8472,1738,6706,2391,11082,0,3,250000,2,-2,-2,-2,-2,-2,-2,8514,1751,6739,2403,11137,13407,2
9133,36,168899,174479,157088,136787,139385,122947,0,2,250000,1,0,0,0,0,0,0,10000,8300,5200,5500,5000,5000,1
23540,40,9141,9046,9635,10197,10118,10535,0,1,200000,1,0,0,0,0,0,0,1138,1157,1149,500,1000,1000,2
25539,37,48596,39623,28964,9522,2650,-581,0,2,50000,1,0,0,0,0,0,0,2152,2091,1034,500,17,26500,2
24579,47,0,1200,163,1131,150,165,0,1,500000,1,1,-1,-1,-1,-1,-1,1200,163,1142,150,165,8530,1
13583,31,165987,169790,115786,72309,73812,75149,0,2,170000,2,0,0,0,0,0,0,8400,4000,2210,2282,2159,1800,2
9348,24,220,220,677,1200,666,1480,0,1,50000,2,-2,-2,-2,-2,-2,-2,220,677,1200,666,1480,3710,2
24739,45,67719,69501,58536,56705,18352,18195,0,2,60000,1,0,0,0,0,0,0,3000,12423,2000,2000,1000,1000,1
13643,40,72742,73256,66321,66271,62401,61510,0,2,230000,2,0,0,0,0,0,0,5000,4023,5000,5000,5267,3000,2
6843,25,15522,16469,15907,17140,16724,18438,0,2,20000,2,2,2,2,2,2,0,1500,0,1500,0,2000,1500,1
5981,23,83176,74918,75422,29364,9571,9665,0,5,90000,2,0,0,0,0,0,0,3504,2942,979,191,193,14210,2
3703,29,-54,36656,5114,0,0,0,0,1,80000,2,1,-1,-1,-1,-2,-2,36710,5114,0,0,0,0,1
2355,26,1224,3120,1712,5000,0,4210,0,1,90000,2,-1,-1,-1,-1,-1,-1,3128,1712,5000,0,4210,750,2
9587,29,118303,98232,150952,77639,79966,61248,1,1,120000,2,0,0,0,0,0,0,3358,3400,6000,3200,4000,845,1
1097,26,2343,32278,24175,15182,12805,14415,0,1,130000,2,-1,-1,0,0,0,0,32322,1217,1000,3000,2000,390,1
24681,33,7067,-418,7064,15229,9689,2669,0,2,100000,1,-1,-1,-1,-1,-1,0,0,7482,15315,9705,0,4600,2
6657,30,0,2900,2000,2000,0,4759,0,3,270000,2,1,-1,-1,-1,-1,-1,2900,2000,2000,0,4759,0,2
27756,22,50180,38404,29775,0,0,0,0,2,50000,2,0,0,0,0,-2,-2,2100,1800,0,0,0,0,2
16694,35,153798,164692,160658,180382,182914,186838,1,1,250000,2,2,2,2,2,2,2,15000,0,24000,7000,7000,6700,1
29223,24,7760,8928,8386,7512,7615,7621,0,1,10000,2,0,0,2,0,0,0,1471,1100,1107,600,264,544,1
14304,27,6599,9315,19067,18472,18037,18487,0,2,20000,1,0,0,0,3,2,0,3000,10000,0,0,900,2000,1
27077,34,541,-59,6817,7756,8835,13129,0,2,200000,2,-2,-2,-1,0,-1,-1,59,6876,1009,8837,13129,12184,1
28230,35,61245,109943,222085,223350,213831,210563,1,2,400000,2,2,0,0,0,0,0,50016,120018,10071,8037,8018,8809,2
21473,34,367463,287148,262173,90450,9685,-39046,0,2,500000,2,0,0,0,0,0,0,10584,30232,3018,1335,30000,10000,2
29002,30,16986,6929,8743,1000,5557,5027,1,3,50000,2,0,0,0,2,-1,-1,1186,2000,0,5557,470,0,2
6938,27,112050,115353,112099,118764,120780,123710,0,2,200000,2,1,2,2,2,2,2,6501,0,10000,4001,5000,0,1
505,53,0,0,0,0,0,0,0,6,30000,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
13073,41,24674,23583,22983,22983,0,0,1,2,160000,1,2,2,2,0,0,-2,2800,0,200,0,0,0,2
11807,68,127933,133279,127636,138164,142921,153691,0,2,180000,1,0,0,0,0,0,0,15000,12000,20000,10000,20000,5000,2
16297,41,30518,34984,30321,23610,20614,18873,0,3,30000,1,0,0,2,0,0,0,5002,7,1511,5005,5183,5108,2
9433,32,110,532,2651,0,644,636,0,1,400000,1,-2,-2,-2,-2,-2,-1,587,2651,0,644,636,572,2
19382,37,18255,17664,20667,20042,20408,22073,0,2,90000,1,1,2,2,2,0,0,0,3300,0,1000,2000,0,2
11980,50,51016,49000,20356,20241,20304,20119,0,1,50000,2,0,0,0,0,0,0,2098,1303,698,719,716,833,2
29477,39,133598,167378,171106,174500,137406,204975,0,1,500000,1,0,0,0,0,0,0,54209,4607,4603,5224,207440,7509,1
71,31,780,0,390,390,390,390,0,1,80000,2,-1,-1,-1,-1,-1,-1,0,390,390,390,390,390,1
10904,33,1025,1691,1316,4941,8539,3842,0,1,500000,2,-1,-1,-1,-1,0,0,2000,1316,5000,5000,2000,1223,1
5374,33,137502,127014,120826,112211,110396,113386,0,1,190000,2,0,0,0,0,0,0,6112,4202,4200,4200,5000,4200,1
14246,36,124011,119970,68742,65557,65287,64428,0,2,210000,1,0,0,0,0,0,0,5011,3000,3000,3000,3000,2500,2
6287,48,79518,77757,32325,25670,30089,29395,0,2,80000,1,0,0,0,0,0,0,2264,1420,1002,6005,2000,970,2
24511,31,50275,45673,48833,31769,9713,9521,0,2,50000,2,0,0,0,0,0,0,2000,5000,2500,500,317,1000,1
17322,33,2229,3140,2740,107139,105188,104418,0,5,260000,1,0,0,-1,-1,0,0,1000,2740,107139,4000,4000,4696,2
11681,43,231550,223337,206390,0,1257,33592,0,3,80000,1,0,0,-1,-1,-1,-1,5067,12290,0,1257,35238,1145,1
5452,31,23781,24900,25098,24396,25310,25740,0,2,50000,1,1,2,2,2,0,0,1800,900,0,1310,1000,1000,2
25988,40,44948,45198,46244,47595,38367,35098,0,2,230000,1,0,0,0,0,0,0,1728,3000,3040,3012,3000,3000,2
13598,25,7298,8322,9826,9519,10362,11187,1,2,30000,2,0,0,0,2,0,0,1147,1651,0,1000,1000,1000,1
19413,27,30641,33787,42025,41067,40109,42695,0,2,60000,2,0,0,0,3,2,2,3987,8825,0,0,3400,1800,2
12415,28,1206,661,1503,1379,1216,1440,0,2,180000,1,-1,-1,-1,-1,-1,-1,661,1512,1379,1216,1440,316,2
12083,56,2992,4562,-928,1619,928,0,0,3,160000,1,-1,-1,-1,-1,0,0,4562,0,2547,0,0,0,2
12359,41,4533,8756,3539,5529,10332,6894,0,1,200000,1,-1,-1,-1,-1,-1,-1,8756,3539,5529,10332,6894,3188,2
382,37,1894,3200,3381,3559,1948,2415,1,2,50000,1,2,2,2,0,0,0,1500,400,200,500,500,400,2
17880,27,0,0,0,0,0,0,1,3,80000,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
27123,31,57504,58590,64813,63048,120660,122762,1,1,150000,2,2,2,2,2,2,3,2500,7628,0,61923,4500,3900,1
14234,24,51116,49042,54439,9753,9952,9352,0,2,50000,2,1,2,0,0,0,0,0,2327,1072,199,9000,298,1
3137,28,17359,16828,17723,18733,12249,19910,0,1,20000,2,0,0,0,0,0,0,2700,4150,1500,577,8000,300,1
12639,31,2158,-2,-2,5823,2900,42128,1,1,280000,2,-1,-1,-2,-1,-1,-1,0,0,5825,2915,42338,2419,1
28789,32,84942,56366,4252,6129,6423,7208,0,5,220000,1,0,0,0,0,0,0,2500,1500,2000,500,1000,1000,2
10263,44,38736,28402,28813,29550,29106,29718,0,2,50000,1,0,0,0,0,0,0,3000,2000,1500,1100,1096,1200,1
20740,30,178911,182510,186450,190523,194405,182630,0,1,240000,2,-1,0,0,0,0,0,6581,6881,7181,7281,6638,6881,1
16727,31,36243,35369,35320,0,0,0,0,3,60000,1,1,2,0,0,-2,-2,0,1027,0,0,0,0,1
24710,31,55831,60430,58906,59210,44521,31497,0,2,60000,1,0,0,2,0,0,0,8660,0,2150,800,1000,1781,1
9103,45,78663,76839,80561,83643,82183,90823,1,3,140000,1,2,2,2,2,2,2,0,5000,5000,0,10000,0,1
17451,38,88231,91090,95935,78939,28667,29549,1,2,100000,1,0,0,0,0,0,0,4326,7400,2914,1500,1500,1500,2
26285,42,8144,0,0,0,0,0,1,2,320000,1,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,2
1007,36,1371,4068,0,0,0,980,0,2,200000,2,-1,-1,-1,-2,-2,-1,4077,0,0,0,980,0,2
2599,34,9474,0,0,0,0,0,0,5,300000,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2
26638,24,20472,19077,20094,19559,16795,17233,0,1,50000,2,0,0,0,0,0,0,1700,1641,1600,600,1000,1300,1
13550,34,28484,3440,8795,13676,-1282,-1282,0,2,200000,1,-2,-2,-2,-2,-2,-2,3440,8795,13676,1282,0,0,2
15270,30,3591,-5,-5,0,1360,1180,0,5,60000,1,-2,-2,-2,-2,-2,-2,0,0,5,1360,1180,3302,2
19057,38,26664,29803,30766,29918,29071,29527,0,2,30000,1,0,0,2,2,0,0,3582,1734,0,1148,1034,2667,2
5430,40,84965,85007,84965,79625,79370,81134,0,3,110000,2,0,0,0,0,0,0,3280,2913,2790,2851,3053,2458,1
18493,24,3485,2488,20956,22462,21476,23164,0,2,60000,2,-1,2,-1,0,0,0,0,24419,2018,15000,2000,2000,2
2330,36,89309,88544,88888,48534,49874,32078,0,2,90000,1,0,0,0,0,0,0,5000,3500,2000,2100,1000,1000,2
23008,38,3816,3816,3816,3816,816,3816,0,1,240000,2,-2,-2,-2,-2,-2,-2,3816,3816,3816,816,3816,816,2
18358,22,12476,14951,14426,16471,15909,17151,0,1,20000,2,0,0,2,2,2,2,3000,0,2600,0,1500,0,2
1865,35,7572,18847,16615,14156,9058,3281,0,2,420000,2,-1,-1,-1,-1,-1,-1,18920,16615,14156,9058,3281,5971,2
7669,34,0,200,751,2674,317,565,0,2,440000,2,-2,-2,-2,-2,-2,-2,200,751,2700,320,570,0,2
22708,36,4035,0,0,0,379,0,0,3,300000,1,-2,-2,-2,-2,-2,-2,0,0,0,379,0,0,2
18907,28,37085,23506,12191,13775,12377,34458,0,1,310000,2,0,0,0,-1,-1,-1,3817,1000,13775,12377,34458,1269,2
25501,29,177535,170477,149237,132330,122464,54494,0,3,140000,2,0,0,2,0,0,0,14500,0,5000,8000,10000,9472,2
4097,30,736,736,736,736,736,316,0,2,200000,1,1,-2,-2,-2,-2,-2,736,736,736,736,316,1156,1
25785,31,115293,75861,32282,32869,31988,48431,0,2,80000,1,0,0,0,0,0,0,2006,2000,1520,888,16696,1700,2
21333,59,5066,2616,3766,3289,8356,10916,0,1,150000,1,-2,-2,-2,-2,-2,-2,2616,4097,3371,8923,13919,8227,1
15917,30,18354,16419,10419,780,0,0,1,2,20000,1,0,0,0,-1,-1,-2,1225,1015,780,0,0,0,2
9424,25,9634,4476,8830,8153,6422,500,0,1,30000,2,-2,-2,-2,-2,-2,-2,7,7002,13,155,1,0,2
27419,37,20248,50797,53340,45661,20180,21155,0,3,50000,2,-1,0,0,0,0,0,45535,3500,1424,2000,1300,754,1
16618,45,124793,1210,31635,1788,1927,553,0,2,310000,2,-1,-1,-1,-1,-1,-1,1217,31967,1796,1936,556,15664,1
14411,24,5530,5792,6050,5808,5569,5876,1,3,10000,2,1,3,2,3,2,0,500,500,0,0,400,364,1
10101,63,4108,2219,4734,0,1420,2705,0,1,280000,1,-2,-2,-2,-2,-2,-2,2219,4734,0,1420,2705,3275,2
9709,30,548,0,0,0,0,1769,0,3,510000,2,-2,-2,-2,-2,-2,-2,0,0,0,0,1769,0,1
10476,46,0,135,0,0,109,945,0,2,260000,1,-2,-2,-2,-2,-2,-2,135,0,0,109,945,9300,2
7085,40,206803,207471,152365,146625,146163,146180,0,1,210000,1,0,0,0,0,0,0,7876,5400,6000,6000,6000,10000,2
1759,36,20366,21084,22411,23624,23964,25661,0,2,80000,1,0,0,0,0,0,0,1352,1679,1892,870,2096,0,2
4171,27,13497,15680,3400,3218,16478,4078,0,1,140000,2,-1,-1,-1,-1,-1,-1,15688,4000,3218,17000,4500,4448,1
14135,54,20157,19295,13531,10129,11581,12782,0,2,120000,2,0,0,0,0,0,0,2000,1500,1500,2000,1782,2000,2
14810,45,53709,55244,58716,57174,61240,61284,1,1,130000,1,2,0,0,2,2,2,3000,5000,0,5000,1200,3000,1
29411,30,900,195,1442,1740,3871,606,0,2,300000,1,-2,-1,-1,-1,-2,-1,195,1542,1748,3890,608,4059,1
12980,31,67270,67807,70410,68248,47910,48820,0,1,70000,2,0,0,0,2,0,0,3400,4602,63,1800,1731,1702,1
18834,24,34201,49800,26194,27454,28159,25775,0,2,70000,2,0,0,0,0,0,0,1800,2000,2000,1500,1500,0,2
10398,26,57861,47409,47743,45654,26525,22937,0,1,110000,2,0,0,0,0,0,0,2191,1525,18236,1500,2000,1000,1
5315,27,0,0,0,0,1202,84482,0,1,200000,2,1,-2,-2,-2,-1,-1,0,0,0,1202,84482,3162,1
20455,26,98580,67946,161585,146093,129047,75427,0,1,400000,2,0,0,0,0,0,0,8006,123692,7002,8167,3996,2000,1
28208,48,0,99,0,110,0,0,0,2,310000,1,-2,-2,-2,-2,-2,-2,99,0,110,0,0,0,2
22078,29,8838,7662,40125,37552,22960,14735,0,1,50000,2,0,0,0,0,0,0,6540,37130,2858,3000,1000,5000,2
15824,27,50151,48945,36467,18890,30288,30003,0,2,50000,1,2,0,0,0,-1,0,1724,1819,2664,31057,1064,1073,2
9051,39,0,0,0,0,0,0,0,1,120000,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,2
3244,22,14885,16579,17498,25032,25626,27191,1,1,30000,2,-1,-1,2,0,0,0,1939,1500,8213,1000,2000,3200,2
3418,30,49889,51151,48449,48948,49967,36697,0,3,320000,1,0,0,0,0,0,0,2825,2961,1600,1579,1692,1068,2
16531,27,39487,37777,36496,33512,29854,28144,0,2,50000,2,0,0,0,0,0,0,1600,2000,6416,4406,1014,3006,1
21906,27,73849,70549,49858,43303,29888,24973,0,2,90000,1,0,0,0,0,0,0,2900,2012,1603,1208,1000,707,2
12303,38,8144,7102,1170,0,0,0,1,3,90000,2,1,2,2,2,-2,-2,2034,0,0,0,0,0,2
25983,40,60211,55996,54178,44518,28636,28957,0,2,60000,1,2,0,0,0,0,0,3000,2000,2000,3000,1300,1100,2
29333,41,22309,21921,18357,17376,835,835,0,2,390000,2,0,0,0,0,-1,-1,1325,1283,1092,14836,837,4904,1
15336,40,51270,54000,4117,6817,0,0,0,1,140000,2,0,0,-1,0,0,-2,4500,4117,3000,0,0,0,2
15814,27,10489,8652,7143,6044,780,116,1,2,20000,1,0,0,0,0,-1,-1,1222,1200,1004,780,116,806,2
14871,44,10710,4982,800,56800,54588,-7,0,1,150000,2,1,2,-1,-1,0,0,137,15800,56800,0,7,79447,1
23134,37,252814,255974,110389,114874,118273,114204,1,2,280000,1,0,0,0,0,0,0,10610,10018,10000,5038,5039,5010,2
17962,32,130134,131475,137236,121914,71210,72778,1,1,140000,2,0,0,0,0,0,0,5000,8000,5485,5000,3000,2000,1
1839,36,116486,105604,96945,74171,70012,62256,0,2,110000,2,0,0,0,0,0,0,4353,3294,5000,8300,5000,5000,2
12600,38,40441,38497,39552,40393,41243,42157,0,3,150000,1,0,0,0,0,0,0,2000,2000,1500,1500,1600,1600,1
7272,39,56412,45990,84050,172925,140040,95230,0,2,340000,2,-2,-2,-1,-1,0,0,10034,50024,100108,4933,10114,2014,2
11206,32,326,326,4058,5732,7406,4124,1,3,130000,1,-1,-1,-1,0,0,-1,326,4058,2000,2000,4124,326,2
22534,36,4911,6688,8432,9977,10030,10836,0,1,180000,1,0,0,0,0,0,0,2000,2000,2000,500,1100,0,2
14094,45,193083,210013,218508,230776,245546,255905,0,1,500000,1,0,0,0,0,0,0,21507,15020,20007,20007,15912,26402,2
23234,35,62474,62878,59601,60422,59094,59862,0,2,390000,1,2,2,2,0,0,0,2757,0,2734,2254,2178,2174,2
8840,35,251063,244285,238438,232570,226808,220586,0,1,150000,2,0,0,0,0,0,0,9000,10000,10000,8000,8000,7000,1
5464,25,4471,5747,5509,6260,7654,8522,0,2,30000,2,-1,2,2,0,0,0,1500,0,1000,1500,1000,800,2
21278,50,5519,6620,7556,8570,10020,9715,0,2,20000,1,0,0,0,0,0,2,1200,1200,1300,1600,0,600,1
12872,27,7934,16140,9043,-1136,-1136,-1136,0,2,200000,2,0,-1,-1,-1,-2,-2,16140,1000,0,0,0,0,1
25873,33,4160,7817,2358,18572,11560,4298,0,2,180000,2,-1,-1,-1,-1,-1,-1,7817,2358,18577,11560,4298,12330,2
24048,25,49899,35200,29447,19980,10400,0,0,2,50000,2,0,0,0,0,0,0,1679,2438,1700,1000,0,0,1
26598,41,0,3793,1100,17982,18166,0,0,2,20000,1,1,-1,-1,-1,0,0,3793,1103,17982,384,8,17839,1
16176,36,3058,4087,5129,3142,3210,4153,0,2,340000,1,0,0,0,0,0,0,1087,1129,1052,120,1000,1000,2
14065,38,3388,-12,1081,1884,2089,7097,1,1,200000,2,-2,-2,-2,-2,-2,-2,0,1093,1893,2097,7132,488,1
14214,38,1118,12776,11417,16449,6989,2021,0,3,20000,1,-1,-1,0,0,0,-1,12783,1000,6782,670,2021,0,2
25810,28,5623,181,1133,0,39344,40264,0,1,240000,2,-2,-2,-2,-2,-1,0,181,1133,0,39344,1500,1540,2
25760,29,17648,13580,14204,15345,17764,20049,0,2,20000,2,0,0,0,0,0,0,3000,5007,3000,3000,3000,3000,2
2353,34,12619,14896,14360,14921,15328,16474,1,2,20000,1,0,0,2,0,0,0,2800,0,800,800,1400,1000,1
21102,34,6569,6939,4679,2960,0,0,0,3,20000,2,0,0,2,0,0,-2,2449,0,1000,0,0,0,1
26764,26,131653,132462,130598,98336,86862,88618,0,1,180000,2,0,0,0,0,0,0,5002,5004,3416,3074,3500,3179,1
16957,50,213616,208784,212058,207226,202394,231339,0,1,270000,1,2,4,3,3,2,2,0,8000,0,0,32236,3000,1
26772,30,143900,0,0,0,0,0,0,1,180000,1,1,1,-2,-2,-2,-2,10000,0,0,0,0,0,1
20528,25,3997,2522,261,1261,772,390,1,2,30000,2,1,2,-1,0,-1,0,0,261,1000,772,8,390,1
22574,43,15018,17365,19114,14093,16005,4935,0,2,330000,1,0,0,0,0,0,0,3000,2500,3000,3000,170,2000,2
29731,49,12922,14199,15461,16497,16923,17649,0,2,30000,1,0,0,0,0,0,0,1500,1500,1300,700,1000,1000,1
5795,33,31570,32756,33905,35035,37465,36713,0,3,210000,1,0,0,0,0,0,2,2000,2000,2000,3000,0,734,2
1991,28,129719,133702,133758,80055,69672,33194,0,3,180000,2,0,0,0,0,0,0,6070,3521,5000,5000,5004,5029,1
9223,36,29003,29244,30827,31224,30587,32763,1,1,50000,2,1,2,2,2,2,2,1000,2363,1200,0,2700,1157,2
4684,48,321046,329563,335012,197797,201935,140812,0,1,340000,1,0,0,0,0,0,0,13690,12693,6100,6300,5100,5400,1
9267,39,38647,27796,12372,4610,3668,-809,0,1,220000,1,0,0,0,0,0,0,2017,3000,1000,0,0,3000,1
12902,36,297678,306455,307734,225974,231720,222733,1,1,370000,2,0,0,0,0,0,0,12033,12015,7035,15037,7066,8000,1
27301,48,118610,121098,123460,66902,68230,69661,0,2,150000,1,0,0,0,0,0,0,4955,4947,3818,2442,2530,2538,1
27613,25,33995,34937,34394,36509,37105,37866,1,2,50000,2,2,2,2,2,2,2,1800,300,3000,1500,1500,0,2
15003,28,24657,25743,26406,24364,19726,19166,0,2,90000,1,0,0,0,0,0,0,1500,1500,1508,1000,1000,800,2
24485,48,170,-220,-610,390,0,19993,0,3,20000,2,-1,-1,-2,-1,-1,-1,0,0,1390,0,20773,400,1
